Провайдер;Название;ID;RTP по умолчанию;Url;MobileUrl;Тип игры;Сортировка;Сортировка по категориям;Категории;Статус;Фрираунды;Минимальная ставка;Максимальная ставка;Максимальный множитель;Волатильность провайдера
"7777Gaming (7777GamingSlots)";"Ships and Bombs";"2983894";"95.4500";"239";"239";"HasDemo ";"100010";"";"";"1";"Нет";"0.10";"100.00";"4875.00";"Medium"
"7777Gaming (7777GamingSlots)";"Busted Bounties";"2984294";"95.8700";"237";"237";"HasDemo ";"100010";"";"";"1";"Нет";"0.10";"200.00";"4500.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Monkey Cash";"2985322";"95.1700";"295";"295";"HasDemo Gamble ";"100010";"";"";"1";"Нет";"0.10";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Hunter Bob";"2974000";"95.1800";"270";"270";"HasDemo ";"100004";"0, 0, 0";"Slots,Progression Feature,Bonus Risk";"1";"Нет";"0.10";"200.00";"3072.00";"Medium"
"7777Gaming (7777GamingSlots)";"Sea of Treasures";"2716813";"96.3800";"33";"33";"Jackpot HasDemo ";"100000";"0, 0";"Scratch Cards,Other";"1";"Все";"0.10";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"King Cash 10";"2786854";"94.8600";"236";"236";"HasDemo Gamble ";"100000";"0";"Slots";"1";"Все";"0.10";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Bloody Stakes & Riches";"2795314";"96.3000";"250";"250";"Jackpot HasDemo ";"100000";"0";"Other";"1";"Все";"0.10";"200.00";"11000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Candy Anyways";"2814002";"95.1600";"251";"251";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"100.00";"15000.00";"High"
"7777Gaming (7777GamingSlots)";"Thracian Treasures";"2822568";"95.2500";"353";"353";"HasDemo ";"100000";"0";"Slots";"1";"Все";"0.20";"200.00";"10000.00";"High"
"7777Gaming (7777GamingSlots)";"Cash 40 Lucky Clover";"2851080";"95.0100";"266";"266";"HasDemo ";"100000";"0";"Slots";"1";"Нет";"0.20";"200.00";"5000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Vault Looter";"2871204";"95.1000";"254";"254";"Jackpot HasDemo ";"100000";"0";"Slots";"1";"Нет";"0.10";"200.00";"4100.00";"Medium"
"7777Gaming (7777GamingSlots)";"Club Mr. Rich";"2880908";"96.0600";"183";"183";"Jackpot HasDemo ";"100000";"0";"Slots";"1";"Нет";"0.10";"100.00";"5100.00";"Medium"
"7777Gaming (7777GamingSlots)";"Cash 20 Queen of Luck";"2901928";"95.0200";"269";"269";"Jackpot HasDemo Gamble ";"100000";"0";"Slots";"1";"Нет";"0.10";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"100 Bracelets";"2911356";"95.7700";"292";"292";"HasDemo ";"100000";"0, 0, 0";"Slots,Progression Feature,Bonus Risk";"1";"Нет";"0.10";"200.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"It's Multi Time";"2935009";"95.6600";"256";"256";"HasDemo ";"100000";"0, 0";"Slots,Bonus Risk";"1";"Нет";"0.10";"200.00";"2500.00";"Medium"
"7777Gaming (7777GamingSlots)";"Scale of Anubis";"2962813";"95.3100";"277";"277";"HasDemo ";"100000";"0, 0, 0";"Slots,Jackpots,Bonus Risk";"1";"Нет";"0.10";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Mystery Crazy 40 Bucks";"2989994";"95.9900";"308";"308";"Jackpot HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Zoomboy";"2991734";"96.1900";"300";"300";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"20000.00";"High"
"7777Gaming (7777GamingSlots)";"Multi Xpress";"2992098";"97.0000";"320";"320";"HasDemo ";"100000";"";"";"1";"Все";"0.10";"100.00";"1000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Buzzin' Bugs";"2992926";"96.1000";"322";"322";"HasDemo ";"100000";"";"";"1";"Все";"0.10";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Mystery Crazy 20 Bucks";"2994958";"96.0400";"309";"309";"Jackpot HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Divine Balance Plinko";"2995818";"95.5000";"305";"305";"Jackpot HasDemo ";"100000";"";"";"1";"Нет";"0.10";"100.00";"500.00";"Medium"
"7777Gaming (7777GamingSlots)";"Cash 88";"2996454";"95.0400";"328";"328";"HasDemo ";"100000";"";"";"1";"Все";"0.10";"200.00";"8888.00";"Medium"
"7777Gaming (7777GamingSlots)";"40 Mirrored Treasures";"2998042";"95.0400";"297";"297";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"1000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Cash 80's";"2999530";"94.8700";"392";"392";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"5000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Hold and Yield";"3000250";"95.4000";"326";"326";"HasDemo ";"100000";"";"";"1";"Все";"0.10";"200.00";"4000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Sugar Star Mania";"3001882";"95.0500";"335";"335";"HasDemo ";"100000";"";"";"1";"Все";"0.10";"200.00";"10000.00";"High"
"7777Gaming (7777GamingSlots)";"Cash Transporter";"3002290";"95.5000";"311";"311";"HasDemo ";"100000";"";"";"1";"Все";"0.10";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Mystery Crazy 100 Bucks";"3006747";"96.1200";"307";"307";"Jackpot HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Eternal Passion";"3008195";"95.5400";"387";"387";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"3100.00";"Medium"
"7777Gaming (7777GamingSlots)";"Cash 100 Halloween";"3008939";"96.3100";"349";"349";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"100.00";"3100.00";"Medium"
"7777Gaming (7777GamingSlots)";"Pumpkin Booster";"3009863";"95.3200";"375";"375";"Jackpot HasDemo ";"100000";"";"";"1";"Все";"0.10";"200.00";"4000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Cash 20 Multiclover";"3012455";"94.8900";"330";"330";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"10000.00";"High"
"7777Gaming (7777GamingSlots)";"100 Ducking Hot";"3014303";"96.4000";"388";"388";"Jackpot HasDemo ";"100000";"0";"New";"1";"Все";"0.10";"200.00";"1000.00";"Low/Medium + High"
"7777Gaming (7777GamingSlots)";"Crazy 100 Bucks Christmas";"3016151";"96.1200";"417";"417";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"40 Ducking Hot";"3017207";"96.0000";"386";"386";"Jackpot HasDemo ";"100000";"";"";"1";"Все";"0.10";"200.00";"1000.00";"Low/Medium"
"7777Gaming (7777GamingSlots)";"Cash 20 Bar Link";"3018823";"97.0700";"401";"401";"Jackpot HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"7640.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Cash 40 Bar Link";"3023735";"97.0700";"398";"398";"Jackpot HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"7640.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Cash 100 Bar Link";"3025703";"97.0700";"397";"397";"Jackpot HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"7640.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Cash 40 Bonus Clover";"3028191";"95.1400";"302";"302";"HasDemo Gamble ";"100000";"";"";"1";"Все";"0.10";"200.00";"5000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Crazy 100 Bucks Valentine";"2974871";"96.1200";"329";"329";"Jackpot HasDemo Gamble ";"1000";"0";"Slots";"1";"Нет";"0.10";"200.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Plinko Party";"2975146";"95.0000";"304";"304";"HasDemo ";"1000";"0";"Other";"1";"Нет";"0.10";"100.00";"500.00";"Medium"
"7777Gaming (7777GamingSlots)";"Mobster Win";"2977674";"95.4400";"271";"271";"HasDemo ";"1000";"0";"Slots";"1";"Нет";"0.10";"200.00";"10000.00";"High"
"7777Gaming (7777GamingSlots)";"Cash 40 Women's Day";"2979226";"96.3800";"338";"338";"HasDemo Gamble ";"1000";"";"";"1";"Нет";"0.10";"100.00";"3100.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Chocolate";"2718776";"94.6300";"5";"5";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Super 7777";"2718780";"95.1000";"26";"26";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Golden Scarab";"2718784";"95.0200";"27";"27";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"10000.00";"Low"
"7777Gaming (7777GamingSlots)";"Lucky 7777";"2718792";"95.3800";"30";"30";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Golden 7";"2718796";"94.8300";"31";"31";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Wizard of Plenty";"2718800";"95.2100";"32";"32";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"1500.00";"Low"
"7777Gaming (7777GamingSlots)";"Hawaii";"2718808";"94.0400";"34";"34";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Fruits";"2718812";"95.7000";"35";"35";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.20";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Roulette 7";"2718820";"97.3000";"37";"37";"HasDemo ";"0";"0";"Table games";"1";"Нет";"0.50";"2500.00";"1.00";"Low"
"7777Gaming (7777GamingSlots)";"Mayan Gold";"2718824";"96.0000";"38";"38";"HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"1000.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Jungle Conquest";"2718828";"95.0600";"39";"39";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"10000.00";"Low"
"7777Gaming (7777GamingSlots)";"Egyptian Treasure II";"2718832";"95.0500";"40";"40";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Agent 7";"2718836";"95.1500";"41";"41";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Lucky Clovers";"2718840";"95.0200";"42";"42";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Easter Cash";"2718844";"95.0200";"43";"43";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"I Love Cash";"2718852";"95.3100";"45";"45";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Double Coffee";"2718856";"94.7600";"46";"46";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Fortunes of Rome";"2718860";"95.3700";"47";"47";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Break the Vault Now";"2718864";"95.2300";"48";"48";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Medium"
"7777Gaming (7777GamingSlots)";"Star Signs";"2718868";"95.4200";"49";"49";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.20";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Gingers and Gems";"2718872";"95.2400";"50";"50";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Speed Race";"2718876";"95.3800";"51";"51";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.20";"100.00";"10000.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Egyptian Treasure";"2718884";"95.2100";"53";"53";"HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Knights and Magic";"2718888";"95.3700";"54";"54";"HasDemo ";"0";"0";"Slots";"1";"Все";"0.20";"100.00";"2000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Silver & Gold";"2718892";"94.9600";"55";"55";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Hot Ball";"2718900";"95.4500";"58";"58";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Cash 20x";"2718904";"95.3200";"60";"60";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"4000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Dragon's Charm Kenooo";"2718908";"90.0100";"61";"61";"HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"300000.00";"High"
"7777Gaming (7777GamingSlots)";"Golden Pyramids";"2718912";"95.3200";"62";"62";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"High"
"7777Gaming (7777GamingSlots)";"FunFair 2x";"2718916";"95.3500";"63";"63";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"2500.00";"Medium"
"7777Gaming (7777GamingSlots)";"Cash Puzzle";"2718924";"94.1500";"65";"65";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"8000.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Jack and the Beans";"2718928";"96.0500";"66";"66";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.20";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Jelly Kenooo";"2718932";"90.4900";"67";"67";"HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"100000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Kenooo Jackpots";"2718944";"90.3400";"75";"75";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"25000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Fast 50 100 1000";"2718948";"94.0000";"76";"76";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"200.00";"Medium"
"7777Gaming (7777GamingSlots)";"Hit the Pinata";"2718952";"95.3300";"83";"83";"HasDemo ";"0";"0";"Other";"1";"Все";"0.20";"200.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Money Tree";"2718956";"92.0700";"94";"94";"HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"5.00";"200000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Fruit Cash";"2718960";"95.3100";"95";"95";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"1700.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Dream Ride";"2718964";"95.2000";"96";"96";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Halloween";"2718968";"94.5000";"105";"105";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"3000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Samurai Fortunes";"2718972";"96.0200";"106";"106";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"10000.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Mystery of Ra Kenooo";"2718976";"94.5000";"108";"108";"HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"100000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Jinn";"2718980";"95.7200";"109";"109";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Galaxy Fortune";"2718984";"95.9200";"110";"110";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Multi Wins";"2718988";"94.8600";"111";"111";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"1800.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Geisha";"2718992";"94.0500";"112";"112";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"2000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Honey of Gold";"2718996";"95.2700";"113";"113";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Greenhats' Jackpot";"2719000";"95.3800";"114";"114";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"5130.00";"Medium"
"7777Gaming (7777GamingSlots)";"Dice 2";"2719004";"94.4400";"115";"115";"HasDemo ";"0";"0";"Table games";"1";"Нет";"0.20";"100.00";"12.00";"Low"
"7777Gaming (7777GamingSlots)";"Dice 5";"2719008";"94.5200";"116";"116";"HasDemo ";"0";"0";"Table games";"1";"Нет";"0.20";"100.00";"500.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Super 7777 Christmas";"2719012";"95.1000";"118";"118";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Sea of Treasures Christmas";"2719016";"95.3800";"119";"119";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Lucky Clovers Christmas";"2719020";"95.0200";"120";"120";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"I Love Cash Christmas";"2719024";"95.3100";"121";"121";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"FunFair 2x Christmas";"2719028";"95.3500";"122";"122";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"2500.00";"Medium"
"7777Gaming (7777GamingSlots)";"Golden 7 Christmas";"2719032";"94.8300";"123";"123";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Lucky 7777 Christmas";"2719036";"95.3800";"124";"124";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Cash 20x Christmas";"2719040";"95.3200";"125";"125";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"4000.00";"Medium"
"7777Gaming (7777GamingSlots)";"The American Bingo";"2719048";"95.6900";"128";"128";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"6500.00";"Medium"
"7777Gaming (7777GamingSlots)";"Silver & Gold Slot";"2719052";"94.9600";"129";"129";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Beach Hunt";"2719056";"95.5800";"130";"130";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Greenhats' Megawins";"2719060";"95.5900";"131";"131";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Samurai Fortunes II";"2719064";"96.0500";"132";"132";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.20";"100.00";"10000.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Cash 40";"2719068";"96.3800";"133";"133";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"3100.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Crystal Palace Joker";"2719072";"97.1000";"138";"138";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"200.00";"10000.00";"High"
"7777Gaming (7777GamingSlots)";"Diamonds of Majesty";"2719076";"96.1300";"139";"139";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"3200.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"I Love Cash Valentine";"2719084";"95.3100";"141";"141";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Fast Lap";"2719088";"95.5100";"142";"142";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Cash 20";"2719092";"96.5400";"143";"143";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"3100.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Cash 5";"2719096";"96.0700";"144";"144";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Golden 7  Martenitsa";"2719100";"94.8300";"145";"145";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Golden 7 Spring";"2719104";"94.8300";"146";"146";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Sea of Treasures 8 March";"2719108";"95.3800";"148";"148";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"2500.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Lucky 7777  3 March";"2719112";"95.3800";"156";"156";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.20";"100.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Bucks Detective";"2719116";"96.2800";"162";"162";"Jackpot HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"100.00";"10000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Mega Jackpots Disco";"2719120";"96.4200";"163";"163";"Jackpot HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"10000.00";"High"
"7777Gaming (7777GamingSlots)";"Caribbean Poker Royal Flush Jackpot";"2719124";"95.7800";"168";"168";"Jackpot HasDemo ";"0";"0";"Table games";"1";"Нет";"1.00";"2000.00";"100.00";"Low"
"7777Gaming (7777GamingSlots)";"Zeus Quest";"2719128";"96.8600";"170";"170";"HasDemo ";"0";"0";"Other";"1";"Нет";"0.10";"200.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Pearl of Egypt Kingdom";"2719136";"97.1400";"181";"181";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"200.00";"10000.00";"Medium-High"
"7777Gaming (7777GamingSlots)";"Cash 40 Christmas";"2719168";"96.3800";"200";"200";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"3100.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Cash 20 Christmas";"2719172";"96.5400";"201";"201";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"3100.00";"Low-Medium"
"7777Gaming (7777GamingSlots)";"Cash 5 Christmas";"2719176";"96.0700";"202";"202";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"100.00";"5000.00";"Medium"
"7777Gaming (7777GamingSlots)";"Club Mr. Luck";"2719180";"97.0800";"203";"203";"HasDemo ";"0";"0";"Slots";"1";"Нет";"0.10";"200.00";"5000.00";"Medium"
